Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
688624.709,1.469404,36.707541,53.617689,32.570902,71.710051,80.031787,10.603419,21.47053,24.283717,86.773001,37.544222,64.691283,1.501769,2.004669,32.538325,50.013415,0.492138
688625.709,1.475027,37.352865,54.353161,32.653564,71.792812,80.082176,10.605483,21.338803,24.320017,86.769576,37.543403,64.378934,1.501736,1.594581,32.537616,49.948954,0.495624
688626.714,1.47566,37.798637,53.982194,32.675094,71.722657,80.143518,10.605078,21.198613,24.288748,86.771963,37.543808,64.03659,1.501752,2.38625,32.537967,49.920147,0.489505
688627.714,1.477901,38.108808,53.807,32.491566,71.7448,80.123374,10.605243,21.114589,24.333994,86.772962,37.543706,63.659946,1.501748,1.892435,32.537879,50.000549,0.50118
688628.714,1.475478,38.339895,53.534741,32.60557,71.401175,80.093351,10.615592,21.202856,24.273017,86.77764,37.544118,63.245905,1.501765,2.009657,32.538235,49.951144,0.499142
688629.714,1.477159,38.315611,53.499517,32.495796,71.559621,79.92463,10.634101,21.296196,24.250324,86.773448,37.544326,62.991276,1.501773,2.248441,32.538416,49.992853,0.5065
688630.714,1.478447,38.22801,53.033253,32.574496,71.595929,80.071129,10.620608,21.304474,24.2236,86.768912,37.543757,62.806909,1.50175,2.277641,32.537923,49.959876,0.49656
688631.714,1.477145,38.052605,53.81581,32.564199,71.686795,80.298522,10.614957,21.342032,24.246278,86.776025,37.544643,62.722021,1.501786,2.751057,32.53869,49.95364,0.500136
688632.714,1.488997,37.552157,53.884147,32.49124,71.673947,80.365451,10.62077,21.453846,24.278674,86.774485,37.544537,63.005433,1.501781,2.751242,32.538599,49.98994,0.49363
688633.714,1.51345,37.25345,54.316827,32.719989,71.263733,80.416309,10.613313,21.545526,24.283114,86.771818,37.543554,63.286936,1.501742,6.330722,32.537747,49.848833,0.491257
688634.714,1.519664,36.972592,52.848429,32.53459,71.617252,80.267617,10.603641,21.525117,24.307796,86.776612,37.544066,63.609113,1.501763,11.159917,32.53819,49.940449,0.504923
688635.714,1.532728,36.422381,54.103678,32.663931,71.263108,80.038365,10.617834,21.399408,24.277599,86.769172,37.543962,64.34117,1.501758,18.159993,32.538101,49.862832,0.509613
688636.714,1.53113,36.497693,53.984247,32.3242,71.845869,79.910546,10.613198,21.295396,24.274765,86.77449,37.54459,64.669125,1.501784,25.611672,32.538644,50.048888,0.502145
688637.714,1.531268,36.836038,53.753237,32.479528,71.431172,79.984986,10.585577,21.40189,24.234673,86.777669,37.544803,64.722648,1.501792,32.919786,32.538829,49.986625,0.492085
688638.714,1.529245,37.128204,54.012115,32.488318,71.763709,80.024776,10.581214,21.548011,24.22335,86.771699,37.544118,64.683818,1.501765,40.007803,32.538235,49.986184,0.492438
688639.714,1.526583,37.311207,54.020977,32.434069,71.689112,79.926607,10.59332,21.695078,24.26156,86.770814,37.543757,64.684781,1.50175,46.231704,32.537923,50.032784,0.496861
688640.716,1.513794,38.153177,54.087912,32.549536,71.575331,80.087618,10.566988,21.787762,24.289052,86.769903,37.543453,63.975177,1.501738,50.448712,32.537659,49.972066,0.494168
688641.716,1.506362,38.31824,53.845385,32.48633,71.777391,79.958091,10.579867,21.756482,24.227149,86.772078,37.544274,63.614562,1.501771,51.716781,32.538371,50.011954,0.485779
688642.718,1.484589,38.39832,53.720013,32.610919,71.753628,80.004945,10.567103,21.720416,24.261277,86.7709,37.544222,63.272906,1.501769,49.337615,32.538325,49.948286,0.492445
688643.718,1.465184,38.394839,52.737524,32.61399,71.756484,80.10204,10.553781,21.759425,24.211597,86.766664,37.543962,62.978927,1.501758,40.585324,32.538101,49.935571,0.475968
688644.718,1.457029,38.266471,53.562648,32.427579,71.663023,80.222779,10.588877,21.850673,24.225548,86.769294,37.543554,62.799953,1.501742,29.384111,32.537747,50.044875,0.494891
688645.718,1.460163,38.112356,52.896487,32.601918,71.380643,80.352031,10.584003,21.931579,24.20948,86.768841,37.544014,62.699674,1.501761,18.959218,32.538146,49.944583,0.503124
688646.718,1.456427,37.844383,52.981779,32.594506,71.541145,80.288928,10.582812,21.943118,24.199793,86.771432,37.544066,62.717063,1.501763,7.582126,32.53819,49.949356,0.493992
688647.718,1.45704,37.186295,53.3901,32.58259,71.322817,80.258019,10.576226,21.820563,24.224979,86.772404,37.544537,63.23231,1.501781,1.959671,32.538599,49.935776,0.494126
688648.718,1.45664,36.658568,53.646116,32.628847,71.605728,80.165309,10.574747,21,24.224979,86.772404,37.544537,63.23231,1.501781,1.959671,32.538599,49.935776,0.494126
