Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
86207.298,1.44588,25.07952,53.811714,30.5907,33.768982,38.428944,10.046503,21.282557,23.889906,86.251413,25.031888,47.881786,1.501913,1.566807,30.438776,46.546769,0.482205
86208.298,1.445069,25.112425,53.308441,30.670016,33.77347,38.459109,10.022209,21.203881,23.906275,86.257442,25.032216,47.837704,1.501933,1.8628,30.439175,46.467808,0.484154
86209.298,1.440024,25.141761,53.405638,30.530235,33.850191,38.502113,10.030587,21.101313,23.898098,86.256081,25.031646,47.779167,1.501899,1.315843,30.438481,46.523855,0.486939
86210.301,1.437985,25.167738,53.446765,30.461051,33.84596,38.554603,10.069618,21.055565,23.871707,86.256316,25.032175,47.721688,1.501931,1.535636,30.439125,46.542873,0.484966
86211.305,1.439645,25.136419,52.586333,30.243636,33.863743,38.601776,10.055603,21.094956,23.878482,86.247154,25.030941,47.693028,1.501856,1.890814,30.437624,46.655625,0.478726
86212.305,1.438083,25.022573,53.386112,30.428445,33.866862,38.591144,10.028997,21.136604,23.883395,86.253903,25.031928,47.76029,1.501916,1.588611,30.438825,46.584598,0.456665
86213.306,1.444193,24.87001,53.563153,30.726667,33.830746,38.661554,10.054737,21.129564,23.886814,86.254191,25.032258,47.906578,1.501935,1.497743,30.439226,46.412746,0.469028
86214.306,1.442482,24.753607,53.738164,30.484579,33.850101,38.671825,10.049502,21.098471,23.937767,86.252039,25.031566,48.065138,1.501894,1.663488,30.438384,46.497703,0.477646
86215.306,1.447504,24.68712,53.296118,30.504062,33.861182,38.655177,10.056022,21.045643,23.867487,86.254908,25.03201,48.226714,1.501921,1.870425,30.438924,46.485581,0.467321
86216.306,1.465062,24.667781,53.650312,30.606511,33.803293,38.64737,10.033611,21.005859,23.925637,86.253631,25.031766,48.360615,1.501906,2.378059,30.438628,46.407713,0.48978
86217.306,1.465009,24.658329,53.124186,30.406649,33.916835,38.557862,10.029783,21.068895,23.889647,86.253757,25.030864,48.495714,1.501852,1.640265,30.437531,46.50835,0.467912
86218.306,1.465303,24.733526,53.52524,30.497111,33.915145,38.528003,10.051085,21.198437,23.879543,86.249444,25.030193,48.555699,1.501812,2.277767,30.436715,46.460106,0.482874
86219.306,1.470824,24.827003,52.677716,30.57622,33.859486,38.633139,10.036444,21.323094,23.900757,86.251533,25.031606,48.575445,1.501896,1.747178,30.438432,46.399982,0.478324
86220.31,1.491522,24.862767,53.110507,30.333182,33.875415,38.610483,10.062633,21.376357,23.865688,86.252656,25.030637,48.607037,1.501838,2.433758,30.437255,46.510855,0.473258
86221.31,1.514403,24.956592,53.768889,30.411148,33.896809,38.589115,10.051475,21.362125,23.922637,86.254693,25.031056,48.59002,1.501863,5.402211,30.437764,46.475635,0.480293
86222.31,1.520643,25.10312,53.482808,30.436962,33.919555,38.566679,10.049217,21.276355,23.888338,86.25622,25.031328,48.47453,1.50188,9.916648,30.438095,46.472421,0.473212
86223.317,1.51877,25.128206,53.433458,30.298174,33.826157,38.556942,10.039148,21.133544,23.892391,86.25109,25.030637,48.425196,1.501838,14.030473,30.437255,46.562002,0.477955
86224.317,1.517111,25.142348,53.428268,30.254116,33.906689,38.525434,10.040796,21.039989,23.807655,86.25014,25.031056,48.378905,1.501863,17.942082,30.437764,46.615462,0.477002
86225.317,1.517757,25.140843,52.856434,30.228486,33.866716,38.485099,10.043533,20.995862,23.81844,86.249792,25.0306,48.340802,1.501836,21.76054,30.437209,46.655898,0.476107
86226.317,1.517929,25.10946,53.706061,30.300817,33.846509,38.542334,10.040962,20.958383,23.851752,86.254103,25.0306,48.328496,1.501836,25.6229,30.437209,46.641789,0.488197
86227.317,1.503906,25.041275,53.869789,30.367562,33.812713,38.56263,10.03028,20.911762,23.870041,86.255735,25.031606,48.367281,1.501896,27.075839,30.438432,46.634651,0.483188
86228.317,1.498359,25.01515,53.631733,30.272048,33.798302,38.50685,10.057122,20.925468,23.895923,86.25192,25.031056,48.388536,1.501863,26.404982,30.437764,46.698516,0.48184
86229.317,1.497377,25.04262,53.097891,30.341424,33.892428,38.447066,10.035716,21.016412,23.906889,86.250618,25.03075,48.37121,1.501845,25.086544,30.437392,46.678457,0.478469
86230.324,1.498057,25.100756,52.843638,30.435195,33.916145,38.469358,10.051897,21.182503,23.80356,86.257778,25.031726,48.314692,1.501904,24.384751,30.438579,46.631195,0.477046
86231.325,1.493193,25.116455,53.33447,30.359595,33.920737,38.49849,10.042143,21.363036,23.892541,86.257448,25.031095,48.274169,1.501866,22.54823,30.437811,46.680838,0.480517
